Chromosome;Type;Coord1;Coord2;Strand;ID;Name
chr17;miRNA_primary_transcript;15251627;15251696;-;MI0017368;hsa-mir-4731
chr17;miRNA_primary_transcript;28861655;28861730;-;MI0017369;hsa-mir-4732
chr17;miRNA_primary_transcript;31094350;31094425;-;MI0017370;hsa-mir-4733
chr17;miRNA_primary_transcript;38702262;38702331;-;MI0017371;hsa-mir-4734
chr1;miRNA_primary_transcript;196582413;196582481;-;MI0017372;hsa-mir-4735
chr17;miRNA_primary_transcript;58335976;58336022;-;MI0017373;hsa-mir-4736
chr17;miRNA_primary_transcript;60043025;60043105;-;MI0017374;hsa-mir-4737
chr17;miRNA_primary_transcript;64500774;64500839;-;MI0017375;hsa-mir-3064
chr17;miRNA_primary_transcript;75784521;75784607;-;MI0017376;hsa-mir-4738
chr17;miRNA_primary_transcript;79707176;79707249;-;MI0017377;hsa-mir-4739
chr17;miRNA_primary_transcript;81400716;81400778;-;MI0017378;hsa-mir-4740
chr18;miRNA_primary_transcript;22933349;22933438;+;MI0017379;hsa-mir-4741
chr1;miRNA_primary_transcript;224398227;224398311;-;MI0017380;hsa-mir-4742
chr18;miRNA_primary_transcript;48670600;48670668;+;MI0017381;hsa-mir-4743
chr18;miRNA_primary_transcript;49049687;49049768;-;MI0017382;hsa-mir-4744
chr18;miRNA_primary_transcript;58451080;58451152;-;MI0017383;hsa-mir-3591
chr19;miRNA_primary_transcript;804940;805001;+;MI0017384;hsa-mir-4745
chr19;miRNA_primary_transcript;4445978;4446048;+;MI0017385;hsa-mir-4746
chr19;miRNA_primary_transcript;4932687;4932740;+;MI0017386;hsa-mir-4747
chr19;miRNA_primary_transcript;10780254;10780335;+;MI0017387;hsa-mir-4748
chr19;miRNA_primary_transcript;49854591;49854651;+;MI0017388;hsa-mir-4749
chr19;miRNA_primary_transcript;49888175;49888230;+;MI0017389;hsa-mir-4750
chr19;miRNA_primary_transcript;49933064;49933137;+;MI0017390;hsa-mir-4751
chr19;miRNA_primary_transcript;54282109;54282180;+;MI0017391;hsa-mir-4752
chr1;miRNA_primary_transcript;235190034;235190116;-;MI0017392;hsa-mir-4753
chr19;miRNA_primary_transcript;53787677;53787742;-;MI0017393;hsa-mir-371b
chr19;miRNA_primary_transcript;58386770;58386858;-;MI0017394;hsa-mir-4754
chr20;miRNA_primary_transcript;34049119;34049190;+;MI0017395;hsa-mir-4755
chr20;miRNA_primary_transcript;34990400;34990472;-;MI0017396;hsa-mir-499b
chr20;miRNA_primary_transcript;54068408;54068485;-;MI0017397;hsa-mir-4756
chr2;miRNA_primary_transcript;19348429;19348505;+;MI0017398;hsa-mir-4757
chr20;miRNA_primary_transcript;62332487;62332557;-;MI0017399;hsa-mir-4758
chr21;miRNA_primary_transcript;26953961;26954043;+;MI0017400;hsa-mir-4759
chr21;miRNA_primary_transcript;40212352;40212431;-;MI0017401;hsa-mir-4760
chr22;miRNA_primary_transcript;19963753;19963834;+;MI0017402;hsa-mir-4761
chr22;miRNA_primary_transcript;45760524;45760598;+;MI0017403;hsa-mir-4762
chr22;miRNA_primary_transcript;46113566;46113657;+;MI0017404;hsa-mir-4763
chr22;miRNA_primary_transcript;33436582;33436669;-;MI0017405;hsa-mir-4764
chr2;miRNA_primary_transcript;32635255;32635331;+;MI0017406;hsa-mir-4765
chr22;miRNA_primary_transcript;40813883;40813958;-;MI0017407;hsa-mir-4766
chrX;miRNA_primary_transcript;7147860;7147937;+;MI0017408;hsa-mir-4767
chrX;miRNA_primary_transcript;17425881;17425954;+;MI0017409;hsa-mir-4768
chrX;miRNA_primary_transcript;47587429;47587505;+;MI0017410;hsa-mir-4769
chrX;miRNA_primary_transcript;6383906;6383963;-;MI0017411;hsa-mir-4770
chr2;miRNA_primary_transcript;87194786;87194859;+;MI0017412;hsa-mir-4771-1
chr2;miRNA_primary_transcript;111771061;111771134;-;MI0017413;hsa-mir-4771-2
chr2;miRNA_primary_transcript;102432289;102432366;+;MI0017414;hsa-mir-4772
chr2;miRNA_primary_transcript;151368334;151368411;+;MI0017415;hsa-mir-4773-1
chr2;miRNA_primary_transcript;151368334;151368411;-;MI0017416;hsa-mir-4773-2
chr2;miRNA_primary_transcript;168582943;168583018;+;MI0017417;hsa-mir-4774
chr2;miRNA_primary_transcript;207754807;207754881;+;MI0017418;hsa-mir-4775
chr2;miRNA_primary_transcript;212926257;212926336;+;MI0017419;hsa-mir-4776-1
chr2;miRNA_primary_transcript;212926257;212926336;-;MI0017420;hsa-mir-4776-2
chr2;miRNA_primary_transcript;231362708;231362793;+;MI0017421;hsa-mir-4777
chr2;miRNA_primary_transcript;66358249;66358328;-;MI0017422;hsa-mir-4778
chr2;miRNA_primary_transcript;86193026;86193108;-;MI0017423;hsa-mir-4779
chr2;miRNA_primary_transcript;88082519;88082599;-;MI0017424;hsa-mir-4780
chr2;miRNA_primary_transcript;110086433;110086523;-;MI0017425;hsa-mir-4436b-1
chr1;miRNA_primary_transcript;54054079;54054154;+;MI0017426;hsa-mir-4781
chr2;miRNA_primary_transcript;113721290;113721368;-;MI0017427;hsa-mir-4782
chr2;miRNA_primary_transcript;127423537;127423618;-;MI0017428;hsa-mir-4783
chr2;miRNA_primary_transcript;131491160;131491236;-;MI0017429;hsa-mir-4784
chr2;miRNA_primary_transcript;160407810;160407882;-;MI0017430;hsa-mir-4785
chr2;miRNA_primary_transcript;188978093;188978161;-;MI0017431;hsa-mir-1245b
chr2;miRNA_primary_transcript;239351724;239351804;-;MI0017432;hsa-mir-2467
chr2;miRNA_primary_transcript;239943015;239943094;-;MI0017433;hsa-mir-4786
chr3;miRNA_primary_transcript;50675080;50675163;+;MI0017434;hsa-mir-4787
chr3;miRNA_primary_transcript;134437827;134437906;+;MI0017435;hsa-mir-4788
chr3;miRNA_primary_transcript;175369540;175369621;+;MI0017436;hsa-mir-4789
chr3;miRNA_primary_transcript;5250177;5250255;-;MI0017437;hsa-mir-4790
chr3;miRNA_primary_transcript;19314848;19314931;-;MI0017438;hsa-mir-4791
chr3;miRNA_primary_transcript;24521362;24521435;-;MI0017439;hsa-mir-4792
chr3;miRNA_primary_transcript;48644194;48644280;-;MI0017440;hsa-mir-4793
chr1;miRNA_primary_transcript;64579847;64579923;+;MI0017441;hsa-mir-4794
chr3;miRNA_primary_transcript;87226189;87226277;-;MI0017442;hsa-mir-4795
chr3;miRNA_primary_transcript;114743445;114743525;-;MI0017443;hsa-mir-4796
chr3;miRNA_primary_transcript;197293878;197293948;-;MI0017444;hsa-mir-4797
chr4;miRNA_primary_transcript;7310450;7310524;+;MI0017445;hsa-mir-4798
chr4;miRNA_primary_transcript;147782595;147782668;+;MI0017446;hsa-mir-4799
chr4;miRNA_primary_transcript;159128805;159128891;+;MI0017447;hsa-mir-3688-2
chr4;miRNA_primary_transcript;2250077;2250156;-;MI0017448;hsa-mir-4800
chr4;miRNA_primary_transcript;37241910;37241991;-;MI0017449;hsa-mir-4801
chr4;miRNA_primary_transcript;40502040;40502119;-;MI0017450;hsa-mir-4802
chr5;miRNA_primary_transcript;72169467;72169540;+;MI0017451;hsa-mir-4803
chr5;miRNA_primary_transcript;72878591;72878663;+;MI0017452;hsa-mir-4804
chr19;miRNA_primary_transcript;8389290;8389380;-;MI0017865;hsa-mir-4999
chr2;miRNA_primary_transcript;75090812;75090914;+;MI0017866;hsa-mir-5000
chr2;miRNA_primary_transcript;232550474;232550573;-;MI0017867;hsa-mir-5001
chr3;miRNA_primary_transcript;124132929;124133025;+;MI0017868;hsa-mir-5002
chr5;miRNA_primary_transcript;172662165;172662263;+;MI0017869;hsa-mir-5003
chr6;miRNA_primary_transcript;33438331;33438437;+;MI0017870;hsa-mir-5004
chr8;miRNA_primary_transcript;41271048;41271143;-;MI0017871;hsa-mir-548ao
chr13;miRNA_primary_transcript;41568286;41568395;-;MI0017873;hsa-mir-5006
chr13;miRNA_primary_transcript;55174454;55174548;+;MI0017874;hsa-mir-5007
chr15;miRNA_primary_transcript;85825635;85825730;+;MI0017875;hsa-mir-548ap
chr1;miRNA_primary_transcript;227941590;227941683;-;MI0017876;hsa-mir-5008
chr15;miRNA_primary_transcript;89883931;89884030;-;MI0017877;hsa-mir-5009
chr17;miRNA_primary_transcript;42514188;42514307;+;MI0017878;hsa-mir-5010
chr18;miRNA_primary_transcript;67081584;67081686;+;MI0017879;hsa-mir-5011
chr17;miRNA_primary_transcript;64501214;64501313;-;MI0017932;hsa-mir-5047
chr1;miRNA_primary_transcript;148334479;148334554;-;MI0017976;hsa-mir-5087
chr19;miRNA_primary_transcript;49682117;49682195;+;MI0017977;hsa-mir-5088
chr17;miRNA_primary_transcript;46973017;46973100;+;MI0017978;hsa-mir-5089
chr7;miRNA_primary_transcript;102465742;102465826;+;MI0017979;hsa-mir-5090
chr4;miRNA_primary_transcript;13627865;13627957;+;MI0017980;hsa-mir-5091
chr3;miRNA_primary_transcript;125151465;125151552;-;MI0017981;hsa-mir-5092
chr16;miRNA_primary_transcript;85306226;85306325;-;MI0017982;hsa-mir-5093
chr15;miRNA_primary_transcript;89850637;89850721;-;MI0017983;hsa-mir-5094
chr1;miRNA_primary_transcript;52934930;52935017;+;MI0018001;hsa-mir-5095
chr1;miRNA_primary_transcript;52928674;52928772;+;MI0018002;hsa-mir-1273f
chr1;miRNA_primary_transcript;52940314;52940413;+;MI0018003;hsa-mir-1273g
chr4;miRNA_primary_transcript;78820752;78820821;+;MI0018004;hsa-mir-5096
chr3;miRNA_primary_transcript;151565876;151565995;-;MI0018165;hsa-mir-5186
chr1;miRNA_primary_transcript;161227186;161227261;+;MI0018166;hsa-mir-5187
chr12;miRNA_primary_transcript;124915547;124915659;+;MI0018167;hsa-mir-5188
chr16;miRNA_primary_transcript;88468918;88469031;+;MI0018168;hsa-mir-5189
chr18;miRNA_primary_transcript;13459947;13460026;+;MI0018169;hsa-mir-5190
chr1;miRNA_primary_transcript;201719508;201719627;+;MI0018170;hsa-mir-5191
chr2;miRNA_primary_transcript;62205826;62205917;+;MI0018171;hsa-mir-5192
chr3;miRNA_primary_transcript;49806137;49806245;-;MI0018172;hsa-mir-5193
chr8;miRNA_primary_transcript;130008334;130008453;-;MI0018173;hsa-mir-5194
chr14;miRNA_primary_transcript;106850885;106850999;-;MI0018174;hsa-mir-5195
chr19;miRNA_primary_transcript;35345513;35345627;+;MI0018175;hsa-mir-5196
chr5;miRNA_primary_transcript;143679860;143679971;+;MI0018176;hsa-mir-5197
chr2;miRNA_primary_transcript;110284853;110284943;+;MI0019110;hsa-mir-4436b-2
chr3;miRNA_primary_transcript;75214476;75214549;+;MI0019111;hsa-mir-4444-2
chr16;miRNA_primary_transcript;16306370;16306434;+;MI0019112;hsa-mir-3670-2
chr16;miRNA_primary_transcript;29599179;29599265;-;MI0019113;hsa-mir-3680-2
chr17;miRNA_primary_transcript;69099542;69099656;+;MI0019114;hsa-mir-4524b
chr22;miRNA_primary_transcript;22886267;22886379;+;MI0019115;hsa-mir-5571
chr10;miRNA_primary_transcript;42997563;42997681;+;MI0019116;hsa-mir-5100
chr15;miRNA_primary_transcript;80581103;80581239;+;MI0019117;hsa-mir-5572
chr3;miRNA_primary_transcript;185767847;185767904;-;MI0019130;hsa-mir-548aq
chr13;miRNA_primary_transcript;114244505;114244561;+;MI0019131;hsa-mir-548ar
chr13;miRNA_primary_transcript;92490163;92490220;+;MI0019132;hsa-mir-548as
chr11;miRNA_primary_transcript;79422169;79422226;-;MI0019133;hsa-mir-5579
chrX;miRNA_primary_transcript;154768596;154768656;+;MI0019134;hsa-mir-664b
chr14;miRNA_primary_transcript;53948427;53948484;-;MI0019135;hsa-mir-5580
chr1;miRNA_primary_transcript;37500935;37500994;-;MI0019136;hsa-mir-5581
chr17;miRNA_primary_transcript;42494773;42494830;+;MI0019137;hsa-mir-548at
chr11;miRNA_primary_transcript;46753125;46753192;-;MI0019138;hsa-mir-5582
chr18;miRNA_primary_transcript;39676721;39676779;+;MI0019139;hsa-mir-5583-1
chr18;miRNA_primary_transcript;39676719;39676777;-;MI0019140;hsa-mir-5583-2
chr1;miRNA_primary_transcript;44545493;44545552;+;MI0019141;hsa-mir-5584
chr1;miRNA_primary_transcript;32086949;32087007;+;MI0019142;hsa-mir-5585
chr14;miRNA_primary_transcript;59646962;59647020;-;MI0019143;hsa-mir-5586
chr16;miRNA_primary_transcript;535316;535368;+;MI0019144;hsa-mir-5587
chr9;miRNA_primary_transcript;93594841;93594894;+;MI0019145;hsa-mir-548au
chr1;miRNA_primary_transcript;171101739;171101798;+;MI0019146;hsa-mir-1295b
chr3;miRNA_primary_transcript;185253210;185253272;-;MI0019147;hsa-mir-5588
chr19;miRNA_primary_transcript;10038354;10038413;+;MI0019148;hsa-mir-5589
chrX;miRNA_primary_transcript;55451495;55451582;+;MI0019149;hsa-mir-4536-2
chr2;miRNA_primary_transcript;134857820;134857873;+;MI0019150;hsa-mir-5590
chr4;miRNA_primary_transcript;39411910;39411974;+;MI0019151;hsa-mir-5591
chr18;miRNA_primary_transcript;72853321;72853382;-;MI0019152;hsa-mir-548av
chr8;miRNA_primary_transcript;102125432;102125515;+;MI0019280;hsa-mir-5680
chr8;miRNA_primary_transcript;74548543;74548617;+;MI0019281;hsa-mir-5681a
chr3;miRNA_primary_transcript;121049640;121049715;+;MI0019282;hsa-mir-5682
chr9;miRNA_primary_transcript;132945707;132945771;+;MI0019283;hsa-mir-548aw
chr6;miRNA_primary_transcript;6169334;6169409;+;MI0019284;hsa-mir-5683
chr19;miRNA_primary_transcript;12787128;12787192;+;MI0019285;hsa-mir-5684
chrX;miRNA_primary_transcript;11318614;11318686;-;MI0019286;hsa-mir-548ax
chr6;miRNA_primary_transcript;53276993;53277071;+;MI0019287;hsa-mir-5685
chr5;miRNA_primary_transcript;135802985;135803075;-;MI0019288;hsa-mir-5692c-1
chr7;miRNA_primary_transcript;97964405;97964481;-;MI0019289;hsa-mir-5692c-2
chr5;miRNA_primary_transcript;55508850;55508926;-;MI0019291;hsa-mir-5687
chr3;miRNA_primary_transcript;85385710;85385792;+;MI0019292;hsa-mir-5688
chr8;miRNA_primary_transcript;74548550;74548609;-;MI0019293;hsa-mir-5681b
chr6;miRNA_primary_transcript;10439717;10439794;+;MI0019294;hsa-mir-5689
chr6;miRNA_primary_transcript;35664717;35664789;-;MI0019295;hsa-mir-5690
chr11;miRNA_primary_transcript;9090312;9090379;-;MI0019296;hsa-mir-5691
chr7;miRNA_primary_transcript;97963658;97963726;+;MI0019297;hsa-mir-5692a-1
chr8;miRNA_primary_transcript;12719132;12719190;+;MI0019298;hsa-mir-5692a-2
chrX;miRNA_primary_transcript;29574278;29574358;+;MI0019299;hsa-mir-4666b
chr13;miRNA_primary_transcript;51348567;51348639;-;MI0019300;hsa-mir-5693
chr14;miRNA_primary_transcript;67441855;67441930;-;MI0019301;hsa-mir-5694
chr19;miRNA_primary_transcript;12920320;12920404;+;MI0019302;hsa-mir-5695
chr2;miRNA_primary_transcript;101309450;101309534;+;MI0019303;hsa-mir-5696
chr1;miRNA_primary_transcript;9967381;9967458;+;MI0019304;hsa-mir-5697
chr1;miRNA_primary_transcript;154104521;154104592;-;MI0019305;hsa-mir-5698
chr10;miRNA_primary_transcript;641689;641778;-;MI0019306;hsa-mir-5699
chr12;miRNA_primary_transcript;94561789;94561859;+;MI0019307;hsa-mir-5700
chr15;miRNA_primary_transcript;20940252;20940333;+;MI0019308;hsa-mir-5701-1
chr2;miRNA_primary_transcript;226658710;226658793;-;MI0019309;hsa-mir-5702
chr2;miRNA_primary_transcript;227472132;227472187;+;MI0019310;hsa-mir-5703
chr21;miRNA_primary_transcript;42950928;42951014;-;MI0019311;hsa-mir-5692b
chr3;miRNA_primary_transcript;131985855;131985931;-;MI0019312;hsa-mir-5704
chr4;miRNA_primary_transcript;87300495;87300583;-;MI0019313;hsa-mir-5705
chr5;miRNA_primary_transcript;119154637;119154716;+;MI0019314;hsa-mir-5706
chr7;miRNA_primary_transcript;158591616;158591696;+;MI0019315;hsa-mir-5707
chr8;miRNA_primary_transcript;80241389;80241473;+;MI0019316;hsa-mir-5708
chr22;miRNA_primary_transcript;28459869;28459948;+;MI0019412;hsa-mir-5739
chr15;miRNA_primary_transcript;21513959;21514040;+;MI0019593;hsa-mir-5701-2
chr3;miRNA_primary_transcript;50227436;50227490;+;MI0019797;hsa-mir-5787
chr19;miRNA_primary_transcript;14073361;14073479;+;MI0020340;hsa-mir-1199
chr1;miRNA_primary_transcript;63326925;63326984;-;MI0020345;hsa-mir-6068
chr22;miRNA_primary_transcript;35336721;35336799;-;MI0020346;hsa-mir-6069
chr21;miRNA_primary_transcript;43609887;43609989;-;MI0020347;hsa-mir-6070
chr2;miRNA_primary_transcript;85783600;85783677;-;MI0020348;hsa-mir-6071
chr10;miRNA_primary_transcript;2076019;2076089;-;MI0020349;hsa-mir-6072
chr11;miRNA_primary_transcript;15969533;15969621;-;MI0020350;hsa-mir-6073
chr12;miRNA_primary_transcript;66023620;66023726;-;MI0020351;hsa-mir-6074
chr5;miRNA_primary_transcript;1510762;1510856;-;MI0020352;hsa-mir-6075
chr14;miRNA_primary_transcript;49966399;49966511;+;MI0020353;hsa-mir-6076
chr1;miRNA_primary_transcript;148388282;148388363;+;MI0020354;hsa-mir-6077
chr10;miRNA_primary_transcript;3991160;3991259;+;MI0020355;hsa-mir-6078
chr1;miRNA_primary_transcript;43838622;43838683;+;MI0020356;hsa-mir-6079
chr17;miRNA_primary_transcript;64780759;64780824;+;MI0020357;hsa-mir-6080
chr9;miRNA_primary_transcript;95065350;95065446;+;MI0020358;hsa-mir-6081
chr4;miRNA_primary_transcript;171186184;171186292;+;MI0020359;hsa-mir-6082
chr3;miRNA_primary_transcript;124374332;124374437;+;MI0020360;hsa-mir-6083
chr1;miRNA_primary_transcript;20633679;20633788;+;MI0020361;hsa-mir-6084
chr15;miRNA_primary_transcript;62343029;62343138;+;MI0020362;hsa-mir-6085
chrX;miRNA_primary_transcript;13590292;13590346;+;MI0020363;hsa-mir-6086
chrX;miRNA_primary_transcript;109054542;109054590;+;MI0020364;hsa-mir-6087
chr19;miRNA_primary_transcript;45436654;45436704;+;MI0020365;hsa-mir-6088
chrX;miRNA_primary_transcript;2609191;2609254;+;MI0020366;hsa-mir-6089-1
chr11;miRNA_primary_transcript;128522390;128522449;+;MI0020367;hsa-mir-6090
chr11;miRNA_primary_transcript;12163683;12163767;+;MI0021258;hsa-mir-6124
chr12;miRNA_primary_transcript;62260359;62260454;+;MI0021259;hsa-mir-6125
chr16;miRNA_primary_transcript;3485381;3485469;-;MI0021260;hsa-mir-6126
chr1;miRNA_primary_transcript;22633258;22633366;-;MI0021271;hsa-mir-6127
chr11;miRNA_primary_transcript;56743873;56743981;+;MI0021272;hsa-mir-6128
chr17;miRNA_primary_transcript;37614931;37615039;-;MI0021273;hsa-mir-378j
chr17;miRNA_primary_transcript;49288346;49288454;-;MI0021274;hsa-mir-6129
chr21;miRNA_primary_transcript;23079284;23079392;+;MI0021275;hsa-mir-6130
chr5;miRNA_primary_transcript;10478037;10478145;+;MI0021276;hsa-mir-6131
chr7;miRNA_primary_transcript;117020211;117020319;+;MI0021277;hsa-mir-6132
chr7;miRNA_primary_transcript;133290881;133290988;+;MI0021278;hsa-mir-6133
chrX;miRNA_primary_transcript;28495555;28495663;-;MI0021279;hsa-mir-6134
chr17;miRNA_primary_transcript;49510817;49510900;+;MI0021472;hsa-mir-6165
chr5;miRNA_primary_transcript;151522087;151522148;-;MI0022209;hsa-mir-6499
chr3;miRNA_primary_transcript;32506283;32506389;-;MI0022210;hsa-mir-548ay
chr1;miRNA_primary_transcript;51060018;51060103;+;MI0022211;hsa-mir-6500
chr8;miRNA_primary_transcript;119325171;119325265;+;MI0022212;hsa-mir-548az
chr21;miRNA_primary_transcript;33550662;33550728;+;MI0022213;hsa-mir-6501
chr12;miRNA_primary_transcript;66251082;66251157;+;MI0022214;hsa-mir-6502
chr11;miRNA_primary_transcript;60209071;60209156;-;MI0022215;hsa-mir-6503
chr16;miRNA_primary_transcript;81611348;81611408;+;MI0022216;hsa-mir-6504
chr12;miRNA_primary_transcript;48132797;48132867;+;MI0022217;hsa-mir-6505
chr16;miRNA_primary_transcript;15611030;15611095;-;MI0022218;hsa-mir-6506
chr10;miRNA_primary_transcript;98924499;98924568;-;MI0022219;hsa-mir-6507
chr21;miRNA_primary_transcript;39447010;39447069;+;MI0022220;hsa-mir-6508
chr7;miRNA_primary_transcript;135206994;135207078;-;MI0022221;hsa-mir-6509
chr17;miRNA_primary_transcript;41517164;41517217;-;MI0022222;hsa-mir-6510
chr16;miRNA_primary_transcript;14925937;14926003;+;MI0022223;hsa-mir-6511a-1
chr2;miRNA_primary_transcript;177313806;177313882;-;MI0022224;hsa-mir-6512
chr2;miRNA_primary_transcript;218280125;218280188;-;MI0022225;hsa-mir-6513
chr11;miRNA_primary_transcript;62792702;62792771;-;MI0022226;hsa-mir-6514
chr19;miRNA_primary_transcript;12940484;12940540;+;MI0022227;hsa-mir-6515
chr10;miRNA_primary_transcript;112299612;112299690;+;MI0022548;hsa-mir-6715a
chr10;miRNA_primary_transcript;112299612;112299688;-;MI0022549;hsa-mir-6715b
chr11;miRNA_primary_transcript;118644000;118644079;+;MI0022550;hsa-mir-6716
chr14;miRNA_primary_transcript;21023314;21023386;-;MI0022551;hsa-mir-6717
chr16;miRNA_primary_transcript;2106669;2106753;-;MI0022552;hsa-mir-6511b-1
chr18;miRNA_primary_transcript;3885353;3885432;+;MI0022553;hsa-mir-6718
chr19;miRNA_primary_transcript;39829716;39829802;-;MI0022554;hsa-mir-6719
chr6;miRNA_primary_transcript;1390314;1390411;-;MI0022555;hsa-mir-6720
chr6;miRNA_primary_transcript;32170030;32170116;-;MI0022556;hsa-mir-6721
chr9;miRNA_primary_transcript;136746893;136746970;-;MI0022557;hsa-mir-6722
chr1;miRNA_primary_transcript;632325;632413;-;MI0022558;hsa-mir-6723
chr21;miRNA_primary_transcript;8205315;8205406;+;MI0022559;hsa-mir-6724-1
chrX;miRNA_primary_transcript;145992750;145992826;-;MI0022560;hsa-mir-892c
chr1;miRNA_primary_transcript;1296110;1296170;-;MI0022571;hsa-mir-6726
chr1;miRNA_primary_transcript;1312502;1312566;-;MI0022572;hsa-mir-6727
chr1;miRNA_primary_transcript;8866502;8866590;-;MI0022573;hsa-mir-6728
chr1;miRNA_primary_transcript;12029158;12029222;+;MI0022574;hsa-mir-6729
chr1;miRNA_primary_transcript;12578957;12579023;-;MI0022575;hsa-mir-6730
chr1;miRNA_primary_transcript;24919345;24919416;-;MI0022576;hsa-mir-6731
chr1;miRNA_primary_transcript;37480230;37480289;+;MI0022577;hsa-mir-6732
chr1;miRNA_primary_transcript;43171652;43171712;-;MI0022578;hsa-mir-6733
chr1;miRNA_primary_transcript;43364648;43364715;-;MI0022579;hsa-mir-6734
chr1;miRNA_primary_transcript;43448539;43448611;+;MI0022580;hsa-mir-6735
chr1;miRNA_primary_transcript;145850587;145850645;-;MI0022581;hsa-mir-6736
chr1;miRNA_primary_transcript;153962351;153962420;-;MI0022582;hsa-mir-6737
chr1;miRNA_primary_transcript;155951273;155951336;-;MI0022583;hsa-mir-6738
chr1;miRNA_primary_transcript;201863373;201863447;+;MI0022584;hsa-mir-6739
chr1;miRNA_primary_transcript;202003124;202003236;+;MI0022585;hsa-mir-6740
chr1;miRNA_primary_transcript;225922080;225922142;-;MI0022586;hsa-mir-6741
chr1;miRNA_primary_transcript;228397048;228397109;-;MI0022587;hsa-mir-6742
chr11;miRNA_primary_transcript;209336;209406;+;MI0022588;hsa-mir-6743
chr11;miRNA_primary_transcript;1256605;1256670;+;MI0022589;hsa-mir-6744
chr11;miRNA_primary_transcript;47179611;47179737;-;MI0022590;hsa-mir-6745
chr11;miRNA_primary_transcript;61878216;61878278;-;MI0022591;hsa-mir-6746
chr11;miRNA_primary_transcript;62567011;62567071;-;MI0022592;hsa-mir-6747
chr11;miRNA_primary_transcript;62789815;62789885;+;MI0022593;hsa-mir-6748
chr11;miRNA_primary_transcript;64902387;64902455;-;MI0022594;hsa-mir-6749
chr11;miRNA_primary_transcript;64898363;64898437;-;MI0022595;hsa-mir-6750
chr11;miRNA_primary_transcript;65129916;65129978;-;MI0022596;hsa-mir-6751
chr11;miRNA_primary_transcript;67490245;67490315;+;MI0022597;hsa-mir-6752
chr11;miRNA_primary_transcript;68044794;68044957;+;MI0022598;hsa-mir-6753
chr11;miRNA_primary_transcript;71473503;71473568;+;MI0022599;hsa-mir-6754
chr11;miRNA_primary_transcript;86278333;86278398;+;MI0022600;hsa-mir-6755
chr11;miRNA_primary_transcript;119312950;119313012;-;MI0022601;hsa-mir-6756
chr12;miRNA_primary_transcript;53056944;53057012;+;MI0022602;hsa-mir-6757
chr12;miRNA_primary_transcript;57512688;57512750;+;MI0022603;hsa-mir-6758
chr12;miRNA_primary_transcript;57748618;57748682;-;MI0022604;hsa-mir-6759
chr12;miRNA_primary_transcript;111304142;111304209;+;MI0022605;hsa-mir-6760
chr12;miRNA_primary_transcript;111799834;111799905;+;MI0022606;hsa-mir-6761
chr12;miRNA_primary_transcript;113291523;113291608;+;MI0022607;hsa-mir-6762
chr12;miRNA_primary_transcript;132581997;132582061;+;MI0022608;hsa-mir-6763
chr14;miRNA_primary_transcript;100277357;100277417;+;MI0022609;hsa-mir-6764
chr14;miRNA_primary_transcript;105150778;105150864;-;MI0022610;hsa-mir-6765
chr15;miRNA_primary_transcript;89326739;89326810;-;MI0022611;hsa-mir-6766
chr16;miRNA_primary_transcript;2445392;2445457;+;MI0022612;hsa-mir-6767
chr16;miRNA_primary_transcript;2463967;2464038;+;MI0022613;hsa-mir-6768
chr16;miRNA_primary_transcript;4671318;4671390;+;MI0022614;hsa-mir-6769a
chr16;miRNA_primary_transcript;14930820;14930879;+;MI0022615;hsa-mir-6770-1
chr16;miRNA_primary_transcript;50292616;50292675;+;MI0022616;hsa-mir-6771
chr16;miRNA_primary_transcript;57772289;57772352;-;MI0022617;hsa-mir-6772
chr16;miRNA_primary_transcript;68233426;68233499;-;MI0022618;hsa-mir-6773
chr16;miRNA_primary_transcript;85918347;85918416;+;MI0022619;hsa-mir-6774
chr16;miRNA_primary_transcript;87834592;87834660;-;MI0022620;hsa-mir-6775
chr17;miRNA_primary_transcript;2692861;2692919;-;MI0022621;hsa-mir-6776
chr17;miRNA_primary_transcript;17813480;17813545;-;MI0022622;hsa-mir-6777
chr17;miRNA_primary_transcript;18340814;18340886;-;MI0022623;hsa-mir-6778
chr17;miRNA_primary_transcript;38914979;38915042;+;MI0022624;hsa-mir-6779
chr17;miRNA_primary_transcript;42708084;42708151;-;MI0022625;hsa-mir-6780a
chr17;miRNA_primary_transcript;42823880;42823943;-;MI0022626;hsa-mir-6781
chr17;miRNA_primary_transcript;44207771;44207839;-;MI0022627;hsa-mir-6782
chr17;miRNA_primary_transcript;44934618;44934681;-;MI0022628;hsa-mir-6783
chr17;miRNA_primary_transcript;45114367;45114433;-;MI0022629;hsa-mir-6784
chr17;miRNA_primary_transcript;75498548;75498628;+;MI0022630;hsa-mir-6785
chr17;miRNA_primary_transcript;81693757;81693869;+;MI0022631;hsa-mir-6786
chr17;miRNA_primary_transcript;82236668;82236728;+;MI0022632;hsa-mir-6787
chr18;miRNA_primary_transcript;10759584;10759649;-;MI0022633;hsa-mir-6788
chr19;miRNA_primary_transcript;2235829;2235926;-;MI0022634;hsa-mir-6789
chr19;miRNA_primary_transcript;6392921;6392983;-;MI0022635;hsa-mir-6790
chr19;miRNA_primary_transcript;6736712;6736778;-;MI0022636;hsa-mir-6791
chr19;miRNA_primary_transcript;7617439;7617505;+;MI0022637;hsa-mir-6792
