"","Chromosome","Coord1","Coord2","Strand","ID","Name","arm5p","arm3p","high_conf","mirtron"
"1677","chr21",45478266,45478326,"+","MI0022660","hsa-mir-6815","hsa-miR-6815-5p","hsa-miR-6815-3p","0","5p-tailed mirtron"
"1678","chr22",20114686,20114751,"-","MI0022661","hsa-mir-6816","hsa-miR-6816-5p","hsa-miR-6816-3p","0","5p-tailed mirtron"
"1679","chr22",25455646,25455711,"+","MI0022662","hsa-mir-6817","hsa-miR-6817-5p","hsa-miR-6817-3p","0","5p-tailed mirtron"
"1680","chr22",30007049,30007113,"+","MI0022663","hsa-mir-6818","hsa-miR-6818-5p","hsa-miR-6818-3p","0","5p-tailed mirtron"
"1681","chr22",36286847,36286907,"-","MI0022664","hsa-mir-6819","hsa-miR-6819-5p","hsa-miR-6819-3p","0","5p-tailed mirtron"
"1682","chr22",37967563,37967624,"+","MI0022665","hsa-mir-6820","hsa-miR-6820-5p","hsa-miR-6820-3p","0","5p-tailed mirtron"
"1683","chr22",49962866,49962939,"+","MI0022666","hsa-mir-6821","hsa-miR-6821-5p","hsa-miR-6821-3p","0","mirtron"
"1684","chr3",39138206,39138266,"+","MI0022667","hsa-mir-6822","hsa-miR-6822-5p","hsa-miR-6822-3p","0","5p-tailed mirtron"
"1685","chr3",48549961,48550021,"-","MI0022668","hsa-mir-6823","hsa-miR-6823-5p","hsa-miR-6823-3p","0","5p-tailed mirtron"
"1686","chr3",48633636,48633698,"-","MI0022669","hsa-mir-6824","hsa-miR-6824-5p","hsa-miR-6824-3p","0","5p-tailed mirtron"
"1687","chr3",127575266,127575331,"-","MI0022670","hsa-mir-6825","hsa-miR-6825-5p","hsa-miR-6825-3p","0","5p-tailed mirtron"
"1688","chr3",129272146,129272243,"+","MI0022671","hsa-mir-6826","hsa-miR-6826-5p","hsa-miR-6826-3p","0","5p-tailed mirtron"
"1689","chr3",134367804,134367862,"-","MI0022672","hsa-mir-6827","hsa-miR-6827-5p","hsa-miR-6827-3p","0","5p-tailed mirtron"
"1690","chr3",170423103,170423162,"+","MI0022673","hsa-mir-6828","hsa-miR-6828-5p","hsa-miR-6828-3p","0","5p-tailed mirtron"
"1691","chr3",195882329,195882395,"-","MI0022674","hsa-mir-6829","hsa-miR-6829-5p","hsa-miR-6829-3p","0","5p-tailed mirtron"
"1692","chr5",132217849,132217918,"-","MI0022675","hsa-mir-6830","hsa-miR-6830-5p","hsa-miR-6830-3p","0","5p-tailed mirtron"
"1693","chr5",140563671,140563751,"-","MI0022676","hsa-mir-6831","hsa-miR-6831-5p","hsa-miR-6831-3p","0","mirtron"
"1694","chr6",31633787,31633858,"+","MI0022677","hsa-mir-6832","hsa-miR-6832-5p","hsa-miR-6832-3p","0","5p-tailed mirtron"
"1695","chr6",32179816,32179876,"+","MI0022678","hsa-mir-6833","hsa-miR-6833-5p","hsa-miR-6833-3p","0","5p-tailed mirtron"
"1696","chr6",33290245,33290325,"+","MI0022679","hsa-mir-6834","hsa-miR-6834-5p","hsa-miR-6834-3p","0","mirtron"
"1697","chr6",34240673,34240736,"+","MI0022680","hsa-mir-6835","hsa-miR-6835-5p","hsa-miR-6835-3p","0","5p-tailed mirtron"
"1698","chr6",43434542,43434620,"+","MI0022681","hsa-mir-6780b","hsa-miR-6780b-5p","hsa-miR-6780b-3p","0","5p-tailed mirtron"
"1699","chr7",2257515,2257577,"-","MI0022682","hsa-mir-6836","hsa-miR-6836-5p","hsa-miR-6836-3p","0","5p-tailed mirtron"
"1700","chr7",44051766,44051829,"+","MI0022683","hsa-mir-6837","hsa-miR-6837-5p","hsa-miR-6837-3p","0","5p-tailed mirtron"
"1701","chr7",44073378,44073433,"-","MI0022684","hsa-mir-6838","hsa-miR-6838-5p","hsa-miR-6838-3p","0","5p-tailed mirtron"
"1702","chr7",64679064,64679176,"+","MI0022685","hsa-mir-6839","hsa-miR-6839-5p","hsa-miR-6839-3p","0","5p-tailed mirtron"
"1703","chr7",100356651,100356721,"+","MI0022686","hsa-mir-6840","hsa-miR-6840-5p","hsa-miR-6840-3p","0","canonical"
"1704","chr8",24953796,24953867,"-","MI0022687","hsa-mir-6841","hsa-miR-6841-5p","hsa-miR-6841-3p","0","5p-tailed mirtron"
"1705","chr8",27433370,27433434,"+","MI0022688","hsa-mir-6842","hsa-miR-6842-5p","hsa-miR-6842-3p","0","5p-tailed mirtron"
"1708","chr8",143837756,143837816,"-","MI0022691","hsa-mir-6845","hsa-miR-6845-5p","hsa-miR-6845-3p","0","5p-tailed mirtron"
"1709","chr8",144057321,144057380,"-","MI0022692","hsa-mir-6846","hsa-miR-6846-5p","hsa-miR-6846-3p","0","5p-tailed mirtron"
"1710","chr8",144079874,144079942,"+","MI0022693","hsa-mir-6847","hsa-miR-6847-5p","hsa-miR-6847-3p","0","5p-tailed mirtron"
"1711","chr8",144317246,144317315,"-","MI0022694","hsa-mir-6848","hsa-miR-6848-5p","hsa-miR-6848-3p","0","5p-tailed mirtron"
"1712","chr8",144400277,144400345,"-","MI0022695","hsa-mir-6849","hsa-miR-6849-5p","hsa-miR-6849-3p","0","5p-tailed mirtron"
"1713","chr8",144791931,144791991,"-","MI0022696","hsa-mir-6850","hsa-miR-6850-5p","hsa-miR-6850-3p","0","3p-tailed mirtron"
"1714","chr9",33467869,33467935,"-","MI0022697","hsa-mir-6851","hsa-miR-6851-5p","hsa-miR-6851-3p","0","5p-tailed mirtron"
"1715","chr9",35710676,35710741,"-","MI0022698","hsa-mir-6852","hsa-miR-6852-5p","hsa-miR-6852-3p","0","5p-tailed mirtron"
"1716","chr9",35732922,35732995,"+","MI0022699","hsa-mir-6853","hsa-miR-6853-5p","hsa-miR-6853-3p","0","5p-tailed mirtron"
"1717","chr9",98229149,98229217,"-","MI0022700","hsa-mir-6854","hsa-miR-6854-5p","hsa-miR-6854-3p","0","5p-tailed mirtron"
"1718","chr9",129869605,129869671,"+","MI0022701","hsa-mir-6855","hsa-miR-6855-5p","hsa-miR-6855-3p","0","5p-tailed mirtron"
"1719","chr9",130626297,130626363,"+","MI0022702","hsa-mir-6856","hsa-miR-6856-5p","hsa-miR-6856-3p","0","5p-tailed mirtron"
"1720","chrX",53405673,53405765,"-","MI0022703","hsa-mir-6857","hsa-miR-6857-5p","hsa-miR-6857-3p","0","5p-tailed mirtron"
"1721","chrX",154450320,154450386,"+","MI0022704","hsa-mir-6858","hsa-miR-6858-5p","hsa-miR-6858-3p","0","3p-tailed mirtron"
"1722","chr1",17369,17436,"-","MI0022705","hsa-mir-6859-1","hsa-miR-6859-5p","hsa-miR-6859-3p","0","canonical"
"1723","chr1",206474803,206474864,"+","MI0022706","hsa-mir-6769b","hsa-miR-6769b-5p","hsa-miR-6769b-3p","0","5p-tailed mirtron"
"1725","chr12",112163258,112163321,"-","MI0022708","hsa-mir-6861","hsa-miR-6861-5p","hsa-miR-6861-3p","0","5p-tailed mirtron"
"1726","chr16",28390982,28391051,"-","MI0022709","hsa-mir-6862-1","hsa-miR-6862-5p","hsa-miR-6862-3p","0","canonical"
"1728","chr17",4969702,4969771,"-","MI0022711","hsa-mir-6864","hsa-miR-6864-5p","hsa-miR-6864-3p","0","5p-tailed mirtron"
"1729","chr17",4970086,4970150,"-","MI0022712","hsa-mir-6865","hsa-miR-6865-5p","hsa-miR-6865-3p","0","5p-tailed mirtron"
"1730","chr17",40161933,40162001,"+","MI0022713","hsa-mir-6866","hsa-miR-6866-5p","hsa-miR-6866-3p","0","5p-tailed mirtron"
"1731","chr17",40193597,40193663,"+","MI0022714","hsa-mir-6867","hsa-miR-6867-5p","hsa-miR-6867-3p","0","5p-tailed mirtron"
"1732","chr17",76098019,76098076,"-","MI0022715","hsa-mir-6868","hsa-miR-6868-5p","hsa-miR-6868-3p","0","5p-tailed mirtron"
"1733","chr20",1392900,1392961,"-","MI0022716","hsa-mir-6869","hsa-miR-6869-5p","hsa-miR-6869-3p","0","3p-tailed mirtron"
"1734","chr20",10649636,10649695,"-","MI0022717","hsa-mir-6870","hsa-miR-6870-5p","hsa-miR-6870-3p","0","5p-tailed mirtron"
"1735","chr20",41169023,41169078,"+","MI0022718","hsa-mir-6871","hsa-miR-6871-5p","hsa-miR-6871-3p","0","5p-tailed mirtron"
"1736","chr3",50273236,50273297,"+","MI0022719","hsa-mir-6872","hsa-miR-6872-5p","hsa-miR-6872-3p","0","5p-tailed mirtron"
"1737","chr6",33287227,33287289,"-","MI0022720","hsa-mir-6873","hsa-miR-6873-5p","hsa-miR-6873-3p","0","5p-tailed mirtron"
"1738","chr7",5711840,5711910,"-","MI0022721","hsa-mir-6874","hsa-miR-6874-5p","hsa-miR-6874-3p","0","5p-tailed mirtron"
"1739","chr7",100868036,100868107,"+","MI0022722","hsa-mir-6875","hsa-miR-6875-5p","hsa-miR-6875-3p","0","5p-tailed mirtron"
"1740","chr8",25345402,25345474,"+","MI0022723","hsa-mir-6876","hsa-miR-6876-5p","hsa-miR-6876-3p","0","5p-tailed mirtron"
"1741","chr9",133051996,133052059,"+","MI0022724","hsa-mir-6877","hsa-miR-6877-5p","hsa-miR-6877-3p","0","5p-tailed mirtron"
"1742","chr1",150492345,150492410,"+","MI0022725","hsa-mir-6878","hsa-miR-6878-5p","hsa-miR-6878-3p","0","5p-tailed mirtron"
"1743","chr11",65018505,65018570,"+","MI0022726","hsa-mir-6879","hsa-miR-6879-5p","hsa-miR-6879-3p","0","5p-tailed mirtron"
"1744","chr12",124337181,124337242,"-","MI0022727","hsa-mir-6880","hsa-miR-6880-5p","hsa-miR-6880-3p","0","5p-tailed mirtron"
"1745","chr15",74411357,74411432,"-","MI0022728","hsa-mir-6881","hsa-miR-6881-5p","hsa-miR-6881-3p","0","5p-tailed mirtron"
"1746","chr15",74840642,74840707,"-","MI0022729","hsa-mir-6882","hsa-miR-6882-5p","hsa-miR-6882-3p","0","5p-tailed mirtron"
"1747","chr17",8144994,8145071,"-","MI0022730","hsa-mir-6883","hsa-miR-6883-5p","hsa-miR-6883-3p","0","5p-tailed mirtron"
"1748","chr17",40026332,40026409,"-","MI0022731","hsa-mir-6884","hsa-miR-6884-5p","hsa-miR-6884-3p","0","two-tailed mirtron"
"1749","chr19",6389638,6389703,"-","MI0022732","hsa-mir-6885","hsa-miR-6885-5p","hsa-miR-6885-3p","0","5p-tailed mirtron"
"1750","chr19",11113474,11113534,"+","MI0022733","hsa-mir-6886","hsa-miR-6886-5p","hsa-miR-6886-3p","0","5p-tailed mirtron"
"1751","chr19",35122700,35122764,"+","MI0022734","hsa-mir-6887","hsa-miR-6887-5p","hsa-miR-6887-3p","0","5p-tailed mirtron"
"1752","chr2",159186835,159186901,"+","MI0022735","hsa-mir-6888","hsa-miR-6888-5p","hsa-miR-6888-3p","0","5p-tailed mirtron"
"1753","chr22",41252992,41253050,"-","MI0022736","hsa-mir-6889","hsa-miR-6889-5p","hsa-miR-6889-3p","0","5p-tailed mirtron"
"1754","chr3",49099854,49099914,"-","MI0022737","hsa-mir-6890","hsa-miR-6890-5p","hsa-miR-6890-3p","0","5p-tailed mirtron"
"1755","chr6",31355224,31355316,"-","MI0022738","hsa-mir-6891","hsa-miR-6891-5p","hsa-miR-6891-3p","0","3p-tailed mirtron"
"1756","chr7",143382686,143382800,"+","MI0022739","hsa-mir-6892","hsa-miR-6892-5p","hsa-miR-6892-3p","0","mirtron"
"1757","chr8",144435551,144435619,"-","MI0022740","hsa-mir-6893","hsa-miR-6893-5p","hsa-miR-6893-3p","0","5p-tailed mirtron"
"1758","chrX",53198889,53198945,"-","MI0022741","hsa-mir-6894","hsa-miR-6894-5p","hsa-miR-6894-3p","0","5p-tailed mirtron"
"1759","chrX",53195411,53195488,"-","MI0022742","hsa-mir-6895","hsa-miR-6895-5p","hsa-miR-6895-3p","0","5p-tailed mirtron"
"1760","chr12",113159113,113159177,"-","MI0022957","hsa-mir-7106","hsa-miR-7106-5p","hsa-miR-7106-3p","0","5p-tailed mirtron"
"1761","chr12",121444273,121444352,"-","MI0022958","hsa-mir-7107","hsa-miR-7107-5p","hsa-miR-7107-3p","0","canonical"
"1762","chr19",2434914,2435000,"-","MI0022959","hsa-mir-7108","hsa-miR-7108-5p","hsa-miR-7108-3p","0","mirtron"
"1763","chr22",31621467,31621531,"-","MI0022960","hsa-mir-7109","hsa-miR-7109-5p","hsa-miR-7109-3p","0","5p-tailed mirtron"
"1764","chr3",123161794,123161879,"+","MI0022961","hsa-mir-7110","hsa-miR-7110-5p","hsa-miR-7110-3p","0","5p-tailed mirtron"
"1765","chr6",35470508,35470579,"+","MI0022962","hsa-mir-7111","hsa-miR-7111-5p","hsa-miR-7111-3p","0","5p-tailed mirtron"
"1766","chr8",144262673,144262737,"-","MI0022963","hsa-mir-7112","hsa-miR-7112-5p","hsa-miR-7112-3p","0","5p-tailed mirtron"
"1767","chr11",68032864,68032922,"+","MI0022964","hsa-mir-7113","hsa-miR-7113-5p","hsa-miR-7113-3p","0","5p-tailed mirtron"
"1768","chr9",137450026,137450086,"-","MI0022965","hsa-mir-7114","hsa-miR-7114-5p","hsa-miR-7114-3p","0","5p-tailed mirtron"
"1769","chr16",15134075,15134145,"-","MI0023431","hsa-mir-6511b-2","hsa-miR-6511b-5p","hsa-miR-6511b-3p","0","5p-tailed mirtron"
"1772","chr16",16324588,16324654,"+","MI0023564","hsa-mir-6511a-2","hsa-miR-6511a-5p","hsa-miR-6511a-3p","1","canonical"
"1773","chr16",16368876,16368942,"+","MI0023565","hsa-mir-6511a-3","hsa-miR-6511a-5p","hsa-miR-6511a-3p","0","canonical"
"1774","chr16",18344013,18344079,"-","MI0023566","hsa-mir-6511a-4","hsa-miR-6511a-5p","hsa-miR-6511a-3p","1","canonical"
"1776","chr10",67403351,67403410,"-","MI0023611","hsa-mir-7151","hsa-miR-7151-5p","hsa-miR-7151-3p","0","canonical"
"1777","chr10",71790747,71790800,"+","MI0023612","hsa-mir-7152","hsa-miR-7152-5p","hsa-miR-7152-3p","0","canonical"
"1778","chr18",11654885,11654941,"-","MI0023613","hsa-mir-7153","hsa-miR-7153-5p","hsa-miR-7153-3p","0","canonical"
"1779","chr11",45691704,45691776,"-","MI0023614","hsa-mir-7154","hsa-miR-7154-5p","hsa-miR-7154-3p","0","canonical"
"1780","chr11",64341849,64341904,"-","MI0023615","hsa-mir-7155","hsa-miR-7155-5p","hsa-miR-7155-3p","0","canonical"
"1781","chr1",77060143,77060202,"+","MI0023616","hsa-mir-7156","hsa-miR-7156-5p","hsa-miR-7156-3p","0","canonical"
"1782","chr2",140586626,140586685,"-","MI0023617","hsa-mir-7157","hsa-miR-7157-5p","hsa-miR-7157-3p","0","canonical"
"1783","chr2",5974662,5974732,"+","MI0023618","hsa-mir-7158","hsa-miR-7158-5p","hsa-miR-7158-3p","0","canonical"
"1784","chr6",158609707,158609790,"+","MI0023619","hsa-mir-7161","hsa-miR-7161-5p","hsa-miR-7161-3p","0","canonical"
"1785","chr6",33899135,33899200,"+","MI0023620","hsa-mir-7159","hsa-miR-7159-5p","hsa-miR-7159-3p","0","canonical"
"1786","chr8",2076589,2076640,"+","MI0023621","hsa-mir-7160","hsa-miR-7160-5p","hsa-miR-7160-3p","0","canonical"
"1787","chr8",41660444,41660507,"+","MI0023622","hsa-mir-486-2","hsa-miR-486-5p","hsa-miR-486-3p","0","canonical"
"1788","chr10",30368597,30368665,"-","MI0023623","hsa-mir-7162","hsa-miR-7162-5p","hsa-miR-7162-3p","0","canonical"
"1797","chr14",72516820,72516898,"+","MI0025510","hsa-mir-7843","hsa-miR-7843-5p","hsa-miR-7843-3p","0","canonical"
"1798","chr2",64340747,64340848,"-","MI0025511","hsa-mir-4433b","hsa-miR-4433b-5p","hsa-miR-4433b-3p","0","canonical"
"1799","chr16",24203116,24203231,"+","MI0025512","hsa-mir-1273h","hsa-miR-1273h-5p","hsa-miR-1273h-3p","0","canonical"
"1800","chr17",77089417,77089497,"+","MI0025513","hsa-mir-6516","hsa-miR-6516-5p","hsa-miR-6516-3p","0","canonical"
"1860","chr16",28724252,28724321,"+","MI0026415","hsa-mir-6862-2","hsa-miR-6862-5p","hsa-miR-6862-3p","0","canonical"
"1862","chr16",16329305,16329364,"+","MI0026418","hsa-mir-6770-2","hsa-miR-6770-5p","hsa-miR-6770-3p","0","canonical"
"1863","chr16",18379351,18379410,"-","MI0026419","hsa-mir-6770-3","hsa-miR-6770-5p","hsa-miR-6770-3p","0","canonical"
"1864","chr1",187891,187958,"-","MI0026420","hsa-mir-6859-2","hsa-miR-6859-5p","hsa-miR-6859-3p","0","canonical"
"1865","chr15",101973524,101973591,"+","MI0026421","hsa-mir-6859-3","hsa-miR-6859-5p","hsa-miR-6859-3p","0","canonical"
"1868","chr3",60617805,60617870,"-","MI0029321","hsa-mir-548bb","hsa-miR-548bb-5p","hsa-miR-548bb-3p","0","canonical"
"1880","chr16",17052,17119,"-","MI0031521","hsa-mir-6859-4","hsa-miR-6859-5p","hsa-miR-6859-3p","0","canonical"
