Chromosome;Type;Coord1;Coord2;Strand;ID;Name;Arm;Derives_from
chrX;miRNA;50003556;50003576;+;MIMAT0004613;hsa-miR-188-3p;3p;MI0000484
chr15;miRNA;62823971;62823992;+;MIMAT0000458;hsa-miR-190a-5p;5p;MI0000486
chr15;miRNA;62824008;62824028;+;MIMAT0026482;hsa-miR-190a-3p;3p;MI0000486
chr17;miRNA;31560050;31560071;+;MIMAT0000459;hsa-miR-193a-3p;3p;MI0000487
chr17;miRNA;31560016;31560037;+;MIMAT0004614;hsa-miR-193a-5p;5p;MI0000487
chr1;miRNA;220118206;220118227;-;MIMAT0000460;hsa-miR-194-5p;5p;MI0000488
chr17;miRNA;7017667;7017687;-;MIMAT0000461;hsa-miR-195-5p;5p;MI0000489
chr17;miRNA;7017628;7017649;-;MIMAT0004615;hsa-miR-195-3p;3p;MI0000489
chr6;miRNA;52144401;52144422;+;MIMAT0000462;hsa-miR-206;06;MI0000490
chr8;miRNA;22244975;22244996;-;MIMAT0000510;hsa-miR-320a;0a;MI0000542
chr12;miRNA;6963742;6963764;+;MIMAT0000617;hsa-miR-200c-3p;3p;MI0000650
chr12;miRNA;6963703;6963724;+;MIMAT0004657;hsa-miR-200c-5p;5p;MI0000650
chr20;miRNA;62554351;62554372;+;MIMAT0000416_1;hsa-miR-1-3p;3p;MI0000651
chr20;miRNA;62554312;62554333;+;MIMAT0031892;hsa-miR-1-5p;5p;MI0000651
chr21;miRNA;25573983;25574005;+;MIMAT0000646;hsa-miR-155-5p;5p;MI0000681
chr21;miRNA;25574022;25574043;+;MIMAT0004658;hsa-miR-155-3p;3p;MI0000681
chr9;miRNA;124693725;124693747;+;MIMAT0000257_1;hsa-miR-181b-5p;5p;MI0000683
chr9;miRNA;124693763;124693782;+;MIMAT0031893;hsa-miR-181b-2-3p;3p;MI0000683
chr3;miRNA;35744527;35744547;+;MIMAT0000424_1;hsa-miR-128-3p;3p;MI0000727
chr3;miRNA;35744490;35744512;+;MIMAT0031095;hsa-miR-128-2-5p;5p;MI0000727
chr11;miRNA;64891404;64891425;-;MIMAT0000460_1;hsa-miR-194-5p;5p;MI0000732
chr11;miRNA;64891368;64891389;-;MIMAT0004671;hsa-miR-194-3p;3p;MI0000732
chr7;miRNA;100094043;100094063;-;MIMAT0000680;hsa-miR-106b-5p;5p;MI0000734
chr7;miRNA;100094002;100094023;-;MIMAT0004672;hsa-miR-106b-3p;3p;MI0000734
chr1;miRNA;207801865;207801886;-;MIMAT0000681;hsa-miR-29c-3p;3p;MI0000735
chr1;miRNA;207801903;207801924;-;MIMAT0004673;hsa-miR-29c-5p;5p;MI0000735
chr1;miRNA;40757300;40757322;+;MIMAT0000244;hsa-miR-30c-5p;5p;MI0000736
chr1;miRNA;40757339;40757360;+;MIMAT0004674;hsa-miR-30c-1-3p;3p;MI0000736
chr1;miRNA;1167916;1167937;+;MIMAT0000682;hsa-miR-200a-3p;3p;MI0000737
chr1;miRNA;1167878;1167899;+;MIMAT0001620;hsa-miR-200a-5p;5p;MI0000737
chr4;miRNA;112648224;112648246;-;MIMAT0000683;hsa-miR-302a-5p;5p;MI0000738
chr4;miRNA;112648186;112648208;-;MIMAT0000684;hsa-miR-302a-3p;3p;MI0000738
chr9;miRNA;4850345;4850365;+;MIMAT0000099_1;hsa-miR-101-3p;3p;MI0000739
chr9;miRNA;128392676;128392696;-;MIMAT0000276_1;hsa-miR-219a-5p;5p;MI0000740
chr9;miRNA;128392632;128392653;-;MIMAT0004675;hsa-miR-219a-2-3p;3p;MI0000740
chr11;miRNA;111512950;111512972;+;MIMAT0000685;hsa-miR-34b-5p;5p;MI0000742
chr11;miRNA;111512987;111513008;+;MIMAT0004676;hsa-miR-34b-3p;3p;MI0000742
chr11;miRNA;111513451;111513473;+;MIMAT0000686;hsa-miR-34c-5p;5p;MI0000743
chr11;miRNA;111513484;111513505;+;MIMAT0004677;hsa-miR-34c-3p;3p;MI0000743
chr14;miRNA;101023832;101023853;+;MIMAT0000687;hsa-miR-299-3p;3p;MI0000744
chr14;miRNA;101023800;101023821;+;MIMAT0002890;hsa-miR-299-5p;5p;MI0000744
chr17;miRNA;59151149;59151171;-;MIMAT0000688;hsa-miR-301a-3p;3p;MI0000745
chr17;miRNA;59151187;59151208;-;MIMAT0022696;hsa-miR-301a-5p;5p;MI0000745
chr19;miRNA;51692618;51692639;+;MIMAT0000689;hsa-miR-99b-5p;5p;MI0000746
chr19;miRNA;51692656;51692677;+;MIMAT0004678;hsa-miR-99b-3p;3p;MI0000746
chr20;miRNA;58817661;58817681;-;MIMAT0000690;hsa-miR-296-5p;5p;MI0000747
chr20;miRNA;58817626;58817647;-;MIMAT0004679;hsa-miR-296-3p;3p;MI0000747
chr22;miRNA;21653354;21653375;+;MIMAT0000691;hsa-miR-130b-3p;3p;MI0000748
chr22;miRNA;21653316;21653336;+;MIMAT0004680;hsa-miR-130b-5p;5p;MI0000748
chr1;miRNA;40754371;40754392;+;MIMAT0000692;hsa-miR-30e-5p;5p;MI0000749
chr1;miRNA;40754413;40754434;+;MIMAT0000693;hsa-miR-30e-3p;3p;MI0000749
chr12;miRNA;57824658;57824679;-;MIMAT0000082;hsa-miR-26a-5p;5p;MI0000750
chr12;miRNA;57824620;57824641;-;MIMAT0004681;hsa-miR-26a-2-3p;3p;MI0000750
chrX;miRNA;85903681;85903702;-;MIMAT0000703;hsa-miR-361-5p;5p;MI0000760
chrX;miRNA;85903641;85903663;-;MIMAT0004682;hsa-miR-361-3p;3p;MI0000760
chrX;miRNA;50008968;50008991;+;MIMAT0000705;hsa-miR-362-5p;5p;MI0000762
chrX;miRNA;50009005;50009026;+;MIMAT0004683;hsa-miR-362-3p;3p;MI0000762
chrX;miRNA;134169382;134169403;-;MIMAT0000707;hsa-miR-363-3p;3p;MI0000764
chrX;miRNA;134169425;134169446;-;MIMAT0003385;hsa-miR-363-5p;5p;MI0000764
chr16;miRNA;14309340;14309361;+;MIMAT0000710;hsa-miR-365a-3p;3p;MI0000767
chr16;miRNA;14309300;14309322;+;MIMAT0009199;hsa-miR-365a-5p;5p;MI0000767
chr17;miRNA;31575439;31575460;+;MIMAT0022833;hsa-miR-365b-5p;5p;MI0000769
chr17;miRNA;31575478;31575499;+;MIMAT0022834;hsa-miR-365b-3p;3p;MI0000769
chr4;miRNA;112648526;112648547;-;MIMAT0000714;hsa-miR-302b-5p;5p;MI0000772
chr4;miRNA;112648489;112648511;-;MIMAT0000715;hsa-miR-302b-3p;3p;MI0000772
chr4;miRNA;112648402;112648423;-;MIMAT0000716;hsa-miR-302c-5p;5p;MI0000773
chr4;miRNA;112648366;112648388;-;MIMAT0000717;hsa-miR-302c-3p;3p;MI0000773
chr4;miRNA;112648006;112648028;-;MIMAT0000718;hsa-miR-302d-3p;3p;MI0000774
chr4;miRNA;112648045;112648066;-;MIMAT0004685;hsa-miR-302d-5p;5p;MI0000774
chr4;miRNA;112647877;112647898;-;MIMAT0000719;hsa-miR-367-3p;3p;MI0000775
chr4;miRNA;112647915;112647936;-;MIMAT0004686;hsa-miR-367-5p;5p;MI0000775
chr14;miRNA;101039732;101039752;+;MIMAT0000720;hsa-miR-376c-3p;3p;MI0000776
chr14;miRNA;101039694;101039714;+;MIMAT0022861;hsa-miR-376c-5p;5p;MI0000776
chr14;miRNA;101065641;101065661;+;MIMAT0000721;hsa-miR-369-3p;3p;MI0000777
chr14;miRNA;101065606;101065627;+;MIMAT0001621;hsa-miR-369-5p;5p;MI0000777
chr14;miRNA;100911186;100911207;+;MIMAT0000722;hsa-miR-370-3p;3p;MI0000778
chr14;miRNA;100911151;100911172;+;MIMAT0026483;hsa-miR-370-5p;5p;MI0000778
chr19;miRNA;53787716;53787738;+;MIMAT0000723;hsa-miR-371a-3p;3p;MI0000779
chr19;miRNA;53787680;53787699;+;MIMAT0004687;hsa-miR-371a-5p;5p;MI0000779
chr19;miRNA;53787931;53787953;+;MIMAT0000724;hsa-miR-372-3p;3p;MI0000780
chr19;miRNA;53787895;53787917;+;MIMAT0026484;hsa-miR-372-5p;5p;MI0000780
chr19;miRNA;53788710;53788731;+;MIMAT0000725;hsa-miR-373-5p;5p;MI0000781
chr19;miRNA;53788748;53788770;+;MIMAT0000726;hsa-miR-373-3p;3p;MI0000781
chrX;miRNA;74287325;74287346;-;MIMAT0000727;hsa-miR-374a-5p;5p;MI0000782
chrX;miRNA;74287295;74287316;-;MIMAT0004688;hsa-miR-374a-3p;3p;MI0000782
chr2;miRNA;219001648;219001669;-;MIMAT0000728;hsa-miR-375;75;MI0000783
chr14;miRNA;101040825;101040845;+;MIMAT0000729_1;hsa-miR-376a-3p;3p;MI0000784
chr14;miRNA;101040788;101040809;+;MIMAT0003386;hsa-miR-376a-5p;5p;MI0000784
chr14;miRNA;101062094;101062115;+;MIMAT0000730;hsa-miR-377-3p;3p;MI0000785
chr14;miRNA;101062056;101062077;+;MIMAT0004689;hsa-miR-377-5p;5p;MI0000785
chr5;miRNA;149732829;149732850;+;MIMAT0000731;hsa-miR-378a-5p;5p;MI0000786
chr5;miRNA;149732867;149732888;+;MIMAT0000732;hsa-miR-378a-3p;3p;MI0000786
chr14;miRNA;101022071;101022091;+;MIMAT0000733;hsa-miR-379-5p;5p;MI0000787
chr14;miRNA;101022109;101022130;+;MIMAT0004690;hsa-miR-379-3p;3p;MI0000787
chr14;miRNA;101025021;101025042;+;MIMAT0000734;hsa-miR-380-5p;5p;MI0000788
chr14;miRNA;101025056;101025077;+;MIMAT0000735;hsa-miR-380-3p;3p;MI0000788
chr14;miRNA;101045968;101045989;+;MIMAT0000736;hsa-miR-381-3p;3p;MI0000789
chr14;miRNA;101045927;101045948;+;MIMAT0022862;hsa-miR-381-5p;5p;MI0000789
chr14;miRNA;101054316;101054337;+;MIMAT0000737;hsa-miR-382-5p;5p;MI0000790
chr14;miRNA;101054352;101054372;+;MIMAT0022697;hsa-miR-382-3p;3p;MI0000790
chr8;miRNA;14853483;14853504;-;MIMAT0000738;hsa-miR-383-5p;5p;MI0000791
chr8;miRNA;14853443;14853461;-;MIMAT0026485;hsa-miR-383-3p;3p;MI0000791
chr5;miRNA;180015319;180015340;-;MIMAT0000750;hsa-miR-340-3p;3p;MI0000802
chr5;miRNA;180015361;180015382;-;MIMAT0004692;hsa-miR-340-5p;5p;MI0000802
chr19;miRNA;45639009;45639031;-;MIMAT0000751;hsa-miR-330-3p;3p;MI0000803
chr19;miRNA;45639049;45639070;-;MIMAT0004693;hsa-miR-330-5p;5p;MI0000803
chr16;miRNA;67202327;67202348;-;MIMAT0000752;hsa-miR-328-3p;3p;MI0000804
chr16;miRNA;67202367;67202389;-;MIMAT0026486;hsa-miR-328-5p;5p;MI0000804
chr14;miRNA;100109715;100109737;+;MIMAT0000753;hsa-miR-342-3p;3p;MI0000805
chr14;miRNA;100109673;100109693;+;MIMAT0004694;hsa-miR-342-5p;5p;MI0000805
chr14;miRNA;100874553;100874574;+;MIMAT0000754;hsa-miR-337-3p;3p;MI0000806
chr14;miRNA;100874515;100874535;+;MIMAT0004695;hsa-miR-337-5p;5p;MI0000806
chr14;miRNA;101025782;101025802;+;MIMAT0000755;hsa-miR-323a-3p;3p;MI0000807
chr14;miRNA;101025747;101025768;+;MIMAT0004696;hsa-miR-323a-5p;5p;MI0000807
chr11;miRNA;75335108;75335127;-;MIMAT0000756;hsa-miR-326;26;MI0000808
chr8;miRNA;140732587;140732607;-;MIMAT0000757;hsa-miR-151a-3p;3p;MI0000809
chr8;miRNA;140732623;140732643;-;MIMAT0004697;hsa-miR-151a-5p;5p;MI0000809
chr1;miRNA;205448361;205448383;-;MIMAT0000758;hsa-miR-135b-5p;5p;MI0000810
chr1;miRNA;205448323;205448344;-;MIMAT0004698;hsa-miR-135b-3p;3p;MI0000810
chr12;miRNA;54337278;54337299;+;MIMAT0000759;hsa-miR-148b-3p;3p;MI0000811
chr12;miRNA;54337240;54337261;+;MIMAT0004699;hsa-miR-148b-5p;5p;MI0000811
chr12;miRNA;95308480;95308500;+;MIMAT0000760;hsa-miR-331-3p;3p;MI0000812
chr12;miRNA;95308445;95308466;+;MIMAT0004700;hsa-miR-331-5p;5p;MI0000812
chr17;miRNA;7223342;7223364;-;MIMAT0000761;hsa-miR-324-5p;5p;MI0000813
chr17;miRNA;7223308;7223327;-;MIMAT0000762;hsa-miR-324-3p;3p;MI0000813
chr17;miRNA;81125887;81125908;-;MIMAT0000763;hsa-miR-338-3p;3p;MI0000814
chr17;miRNA;81125923;81125944;-;MIMAT0004701;hsa-miR-338-5p;5p;MI0000814
chr7;miRNA;1022990;1023012;-;MIMAT0000764;hsa-miR-339-5p;5p;MI0000815
chr7;miRNA;1022955;1022977;-;MIMAT0004702;hsa-miR-339-3p;3p;MI0000815
chr7;miRNA;130496126;130496148;+;MIMAT0000765;hsa-miR-335-5p;5p;MI0000816
chr7;miRNA;130496162;130496183;+;MIMAT0004703;hsa-miR-335-3p;3p;MI0000816
chr6;miRNA;52148988;52149009;+;MIMAT0000770;hsa-miR-133b;3b;MI0000822
chrX;miRNA;77005464;77005486;-;MIMAT0000771;hsa-miR-325;25;MI0000824
chr14;miRNA;100307876;100307897;+;MIMAT0000772;hsa-miR-345-5p;5p;MI0000825
chr14;miRNA;100307912;100307933;+;MIMAT0022698;hsa-miR-345-3p;3p;MI0000825
chr10;miRNA;86264747;86264769;-;MIMAT0000773;hsa-miR-346;46;MI0000826
chrX;miRNA;76919285;76919304;-;MIMAT0001075;hsa-miR-384;84;MI0001145
chr7;miRNA;27169528;27169549;-;MIMAT0001080;hsa-miR-196b-5p;5p;MI0001150
chr7;miRNA;27169493;27169514;-;MIMAT0009201;hsa-miR-196b-3p;3p;MI0001150
chr15;miRNA;63870989;63871010;-;MIMAT0001339;hsa-miR-422a;2a;MI0001444
chr17;miRNA;30117131;30117153;+;MIMAT0001340;hsa-miR-423-3p;3p;MI0001445
chr17;miRNA;30117095;30117117;+;MIMAT0004748;hsa-miR-423-5p;5p;MI0001445
chrX;miRNA;134546680;134546701;-;MIMAT0001341;hsa-miR-424-5p;5p;MI0001446
chrX;miRNA;134546644;134546664;-;MIMAT0004749;hsa-miR-424-3p;3p;MI0001446
chr3;miRNA;49020159;49020180;-;MIMAT0001343;hsa-miR-425-3p;3p;MI0001448
chr3;miRNA;49020199;49020221;-;MIMAT0003393;hsa-miR-425-5p;5p;MI0001448
chrX;miRNA;134170084;134170106;-;MIMAT0001412;hsa-miR-18b-5p;5p;MI0001518
chrX;miRNA;134170042;134170063;-;MIMAT0004751;hsa-miR-18b-3p;3p;MI0001518
chrX;miRNA;134169850;134169872;-;MIMAT0001413;hsa-miR-20b-5p;5p;MI0001519
chrX;miRNA;134169813;134169834;-;MIMAT0004752;hsa-miR-20b-3p;3p;MI0001519
chrX;miRNA;114823524;114823545;+;MIMAT0001532;hsa-miR-448;48;MI0001637
chr1;miRNA;1169055;1169076;+;MIMAT0001536;hsa-miR-429;29;MI0001641
chr5;miRNA;55170586;55170607;-;MIMAT0001541;hsa-miR-449a;9a;MI0001648
chrX;miRNA;134540393;134540414;-;MIMAT0001545;hsa-miR-450a-5p;5p;MI0001652
chrX;miRNA;134540358;134540379;-;MIMAT0022700;hsa-miR-450a-1-3p;3p;MI0001652
chr14;miRNA;100881026;100881046;+;MIMAT0001625;hsa-miR-431-5p;5p;MI0001721
chr14;miRNA;100881069;100881090;+;MIMAT0004757;hsa-miR-431-3p;3p;MI0001721
chr14;miRNA;100881949;100881970;+;MIMAT0001627;hsa-miR-433-3p;3p;MI0001723
chr14;miRNA;100881897;100881918;+;MIMAT0026554;hsa-miR-433-5p;5p;MI0001723
chr14;miRNA;101026834;101026855;+;MIMAT0001629;hsa-miR-329-3p;3p;MI0001725
chr14;miRNA;101026797;101026819;+;MIMAT0026555;hsa-miR-329-5p;5p;MI0001725
chr14;miRNA;101027151;101027172;+;MIMAT0001629_1;hsa-miR-329-3p;3p;MI0001726
chr14;miRNA;101027114;101027136;+;MIMAT0026555_1;hsa-miR-329-5p;5p;MI0001726
chr17;miRNA;28861403;28861424;-;MIMAT0001631;hsa-miR-451a;1a;MI0001729
chrX;miRNA;151959678;151959699;-;MIMAT0001635;hsa-miR-452-5p;5p;MI0001733
chrX;miRNA;151959634;151959655;-;MIMAT0001636;hsa-miR-452-3p;3p;MI0001733
chr14;miRNA;101065314;101065336;+;MIMAT0001638;hsa-miR-409-5p;5p;MI0001735
chr14;miRNA;101065346;101065367;+;MIMAT0001639;hsa-miR-409-3p;3p;MI0001735
chr14;miRNA;101065500;101065522;+;MIMAT0002170;hsa-miR-412-3p;3p;MI0002464
chr14;miRNA;101065465;101065487;+;MIMAT0026557;hsa-miR-412-5p;5p;MI0002464
chr14;miRNA;101065961;101065981;+;MIMAT0002171;hsa-miR-410-3p;3p;MI0002465
chr14;miRNA;101065925;101065945;+;MIMAT0026558;hsa-miR-410-5p;5p;MI0002465
chr14;miRNA;101040497;101040518;+;MIMAT0002172;hsa-miR-376b-3p;3p;MI0002466
chr14;miRNA;101040459;101040480;+;MIMAT0022923;hsa-miR-376b-5p;5p;MI0002466
chr11;miRNA;2134142;2134162;-;MIMAT0002173;hsa-miR-483-3p;3p;MI0002467
chr11;miRNA;2134181;2134202;-;MIMAT0004761;hsa-miR-483-5p;5p;MI0002467
chr16;miRNA;15643301;15643322;+;MIMAT0002174;hsa-miR-484;84;MI0002468
chr14;miRNA;101055427;101055448;+;MIMAT0002175;hsa-miR-485-5p;5p;MI0002469
chr14;miRNA;101055464;101055485;+;MIMAT0002176;hsa-miR-485-3p;3p;MI0002469
chr8;miRNA;41660484;41660505;-;MIMAT0002177;hsa-miR-486-5p;5p;MI0002470
chr8;miRNA;41660443;41660463;-;MIMAT0004762;hsa-miR-486-3p;3p;MI0002470
chr14;miRNA;101052494;101052515;+;MIMAT0002178;hsa-miR-487a-3p;3p;MI0002471
chr14;miRNA;101052458;101052479;+;MIMAT0026559;hsa-miR-487a-5p;5p;MI0002471
chr1;miRNA;177029412;177029432;-;MIMAT0002804;hsa-miR-488-5p;5p;MI0003123
chr1;miRNA;177029374;177029394;-;MIMAT0004763;hsa-miR-488-3p;3p;MI0003123
chr7;miRNA;93483947;93483968;-;MIMAT0002805;hsa-miR-489-3p;3p;MI0003124
chr7;miRNA;93483985;93484006;-;MIMAT0026605;hsa-miR-489-5p;5p;MI0003124
chr7;miRNA;136903242;136903263;+;MIMAT0002806;hsa-miR-490-3p;3p;MI0003125
chr7;miRNA;136903205;136903224;+;MIMAT0004764;hsa-miR-490-5p;5p;MI0003125
chr9;miRNA;20716120;20716141;+;MIMAT0002807;hsa-miR-491-5p;5p;MI0003126
chr9;miRNA;20716154;20716175;+;MIMAT0004765;hsa-miR-491-3p;3p;MI0003126
chr10;miRNA;17845122;17845142;+;MIMAT0002808;hsa-miR-511-5p;5p;MI0003127
chr10;miRNA;17845160;17845179;+;MIMAT0026606;hsa-miR-511-3p;3p;MI0003127
chr10;miRNA;102436520;102436541;+;MIMAT0002809;hsa-miR-146b-5p;5p;MI0003129
chr10;miRNA;102436556;102436577;+;MIMAT0004766;hsa-miR-146b-3p;3p;MI0003129
chr10;miRNA;133247572;133247593;-;MIMAT0002810;hsa-miR-202-5p;5p;MI0003130
chr10;miRNA;133247538;133247557;-;MIMAT0002811;hsa-miR-202-3p;3p;MI0003130
chr12;miRNA;94834427;94834449;+;MIMAT0002812;hsa-miR-492;92;MI0003131
chr14;miRNA;100869075;100869096;+;MIMAT0002813;hsa-miR-493-5p;5p;MI0003132
chr14;miRNA;100869116;100869137;+;MIMAT0003161;hsa-miR-493-3p;3p;MI0003132
chr14;miRNA;100884496;100884518;+;MIMAT0002814;hsa-miR-432-5p;5p;MI0003133
chr14;miRNA;100884544;100884564;+;MIMAT0002815;hsa-miR-432-3p;3p;MI0003133
chr14;miRNA;101029681;101029702;+;MIMAT0002816;hsa-miR-494-3p;3p;MI0003134
chr14;miRNA;101029648;101029670;+;MIMAT0026607;hsa-miR-494-5p;5p;MI0003134
chr14;miRNA;101033804;101033825;+;MIMAT0002817;hsa-miR-495-3p;3p;MI0003135
chr14;miRNA;101033768;101033789;+;MIMAT0022924;hsa-miR-495-5p;5p;MI0003135
chr14;miRNA;101060628;101060649;+;MIMAT0002818;hsa-miR-496;96;MI0003136
chr16;miRNA;14304017;14304038;+;MIMAT0002819;hsa-miR-193b-3p;3p;MI0003137
chr16;miRNA;14303980;14304001;+;MIMAT0004767;hsa-miR-193b-5p;5p;MI0003137
chr17;miRNA;7017979;7017999;-;MIMAT0002820;hsa-miR-497-5p;5p;MI0003138
chr17;miRNA;7017938;7017959;-;MIMAT0004768;hsa-miR-497-3p;3p;MI0003138
chr19;miRNA;13874910;13874932;+;MIMAT0002821;hsa-miR-181d-5p;5p;MI0003139
chr19;miRNA;13874953;13874973;+;MIMAT0026608;hsa-miR-181d-3p;3p;MI0003139
chr19;miRNA;53666692;53666714;+;MIMAT0002822;hsa-miR-512-5p;5p;MI0003140
chr19;miRNA;53666729;53666750;+;MIMAT0002823;hsa-miR-512-3p;3p;MI0003140
chr19;miRNA;53669176;53669198;+;MIMAT0002822_1;hsa-miR-512-5p;5p;MI0003141
chr19;miRNA;53669213;53669234;+;MIMAT0002823_1;hsa-miR-512-3p;3p;MI0003141
chr19;miRNA;53674230;53674252;+;MIMAT0002824;hsa-miR-498;98;MI0003142
chr19;miRNA;53675764;53675784;+;MIMAT0002825;hsa-miR-520e;0e;MI0003143
chr19;miRNA;53679016;53679039;+;MIMAT0002826;hsa-miR-515-5p;5p;MI0003144
chr19;miRNA;53679053;53679074;+;MIMAT0002827;hsa-miR-515-3p;3p;MI0003144
chr19;miRNA;53679953;53679974;+;MIMAT0002828;hsa-miR-519e-5p;5p;MI0003145
chr19;miRNA;53679991;53680012;+;MIMAT0002829;hsa-miR-519e-3p;3p;MI0003145
chr19;miRNA;53682213;53682234;+;MIMAT0002830;hsa-miR-520f-3p;3p;MI0003146
chr19;miRNA;53682173;53682194;+;MIMAT0026609;hsa-miR-520f-5p;5p;MI0003146
chr19;miRNA;53685022;53685045;+;MIMAT0002826_1;hsa-miR-515-5p;5p;MI0003147
chr19;miRNA;53685059;53685080;+;MIMAT0002827_1;hsa-miR-515-3p;3p;MI0003147
chr19;miRNA;53686484;53686505;+;MIMAT0002831;hsa-miR-519c-5p;5p;MI0003148
chr19;miRNA;53686522;53686543;+;MIMAT0002832;hsa-miR-519c-3p;3p;MI0003148
chr19;miRNA;53690895;53690915;+;MIMAT0002833;hsa-miR-520a-5p;5p;MI0003149
chr19;miRNA;53690933;53690954;+;MIMAT0002834;hsa-miR-520a-3p;3p;MI0003149
chr19;miRNA;53694406;53694428;+;MIMAT0002835;hsa-miR-526b-5p;5p;MI0003150
chr19;miRNA;53694443;53694464;+;MIMAT0002836;hsa-miR-526b-3p;3p;MI0003150
chr19;miRNA;53695263;53695284;+;MIMAT0002837;hsa-miR-519b-3p;3p;MI0003151
chr19;miRNA;53695225;53695246;+;MIMAT0005454;hsa-miR-519b-5p;5p;MI0003151
chr19;miRNA;53697547;53697567;+;MIMAT0002838;hsa-miR-525-5p;5p;MI0003152
chr19;miRNA;53697584;53697605;+;MIMAT0002839;hsa-miR-525-3p;3p;MI0003152
chr19;miRNA;53698437;53698459;+;MIMAT0002840;hsa-miR-523-3p;3p;MI0003153
chr19;miRNA;53698400;53698421;+;MIMAT0005449;hsa-miR-523-5p;5p;MI0003153
chr19;miRNA;53700030;53700051;+;MIMAT0002841;hsa-miR-518f-5p;5p;MI0003154
chr19;miRNA;53700067;53700087;+;MIMAT0002842;hsa-miR-518f-3p;3p;MI0003154
chr19;miRNA;53701267;53701287;+;MIMAT0002843;hsa-miR-520b;0b;MI0003155
chr19;miRNA;53702787;53702808;+;MIMAT0002844;hsa-miR-518b;8b;MI0003156
chr19;miRNA;53706266;53706287;+;MIMAT0002845;hsa-miR-526a;6a;MI0003157
chr19;miRNA;53707506;53707527;+;MIMAT0002846;hsa-miR-520c-3p;3p;MI0003158
chr19;miRNA;53707468;53707489;+;MIMAT0005455;hsa-miR-520c-5p;5p;MI0003158
chr19;miRNA;53708758;53708780;+;MIMAT0002847;hsa-miR-518c-5p;5p;MI0003159
chr19;miRNA;53708796;53708818;+;MIMAT0002848;hsa-miR-518c-3p;3p;MI0003159
chr19;miRNA;53711017;53711038;+;MIMAT0002849;hsa-miR-524-5p;5p;MI0003160
chr19;miRNA;53711054;53711074;+;MIMAT0002850;hsa-miR-524-3p;3p;MI0003160
chr19;miRNA;53712282;53712303;+;MIMAT0002851;hsa-miR-517-5p;5p;MI0003161
chr19;miRNA;53712321;53712342;+;MIMAT0002852;hsa-miR-517a-3p;3p;MI0003161
chr19;miRNA;53713400;53713421;+;MIMAT0002853;hsa-miR-519d-3p;3p;MI0003162
chr19;miRNA;53713361;53713385;+;MIMAT0026610;hsa-miR-519d-5p;5p;MI0003162
chr19;miRNA;53716647;53716668;+;MIMAT0002854;hsa-miR-521;21;MI0003163
chr19;miRNA;53720111;53720130;+;MIMAT0002855;hsa-miR-520d-5p;5p;MI0003164
chr19;miRNA;53720149;53720170;+;MIMAT0002856;hsa-miR-520d-3p;3p;MI0003164
chr19;miRNA;53721081;53721102;+;MIMAT0002851_1;hsa-miR-517-5p;5p;MI0003165
chr19;miRNA;53721118;53721139;+;MIMAT0002857;hsa-miR-517b-3p;3p;MI0003165
chr19;miRNA;53722220;53722243;+;MIMAT0002858;hsa-miR-520g-3p;3p;MI0003166
chr19;miRNA;53722182;53722204;+;MIMAT0026611;hsa-miR-520g-5p;5p;MI0003166
chr19;miRNA;53725457;53725478;+;MIMAT0002859;hsa-miR-516b-5p;5p;MI0003167
chr19;miRNA;53725497;53725514;+;MIMAT0002860;hsa-miR-516b-3p;3p;MI0003167
chr19;miRNA;53726928;53726949;+;MIMAT0002845_1;hsa-miR-526a;6a;MI0003168
chr19;miRNA;53729891;53729911;+;MIMAT0002861;hsa-miR-518e-3p;3p;MI0003169
chr19;miRNA;53729853;53729874;+;MIMAT0005450;hsa-miR-518e-5p;5p;MI0003169
chr19;miRNA;53731056;53731077;+;MIMAT0002863;hsa-miR-518a-3p;3p;MI0003170
chr19;miRNA;53731019;53731038;+;MIMAT0005457;hsa-miR-518a-5p;5p;MI0003170
chr19;miRNA;53734929;53734949;+;MIMAT0002864;hsa-miR-518d-3p;3p;MI0003171
chr19;miRNA;53734892;53734913;+;MIMAT0005456;hsa-miR-518d-5p;5p;MI0003171
chr19;miRNA;53736860;53736881;+;MIMAT0002859_1;hsa-miR-516b-5p;5p;MI0003172
chr19;miRNA;53736905;53736922;+;MIMAT0002860_1;hsa-miR-516b-3p;3p;MI0003172
chr19;miRNA;53739385;53739406;+;MIMAT0002863_1;hsa-miR-518a-3p;3p;MI0003173
chr19;miRNA;53739348;53739367;+;MIMAT0005457_1;hsa-miR-518a-5p;5p;MI0003173
chr19;miRNA;53741332;53741353;+;MIMAT0002851_2;hsa-miR-517-5p;5p;MI0003174
chr19;miRNA;53741369;53741390;+;MIMAT0002866;hsa-miR-517c-3p;3p;MI0003174
chr19;miRNA;53742566;53742587;+;MIMAT0002867;hsa-miR-520h;0h;MI0003175
chr19;miRNA;53748689;53748710;+;MIMAT0002854_1;hsa-miR-521;21;MI0003176
chr19;miRNA;53751264;53751285;+;MIMAT0002868;hsa-miR-522-3p;3p;MI0003177
chr19;miRNA;53751226;53751247;+;MIMAT0005451;hsa-miR-522-5p;5p;MI0003177
chr19;miRNA;53752449;53752470;+;MIMAT0002869;hsa-miR-519a-3p;3p;MI0003178
chr19;miRNA;53752411;53752432;+;MIMAT0005452;hsa-miR-519a-5p;5p;MI0003178
chr19;miRNA;53754031;53754050;+;MIMAT0002862;hsa-miR-527;27;MI0003179
